customer_id,order_cnt,max_order_date,total_order_value,day_since_last_order,recency_score,frequency_score,monetary_score,segment
12993.0,4,2010-09-20 13:09:00,844.870,94,2,4,3,08-At Risk
12996.0,1,2010-11-29 09:27:00,355.500,24,4,1,2,07-Promising
12997.0,4,2010-11-10 12:16:00,884.020,43,3,4,3,02-Loyal Customers
12998.0,3,2010-08-04 08:05:00,920.080,141,2,3,4,08-At Risk
13000.0,1,2010-12-10 10:26:00,201.750,13,5,1,1,06-New Customers
13001.0,19,2010-10-31 13:14:00,13386.750,53,3,5,5,02-Loyal Customers
13002.0,2,2010-10-19 12:23:00,293.180,65,3,2,2,09-About to Sleep
13004.0,18,2010-12-17 08:20:00,6045.410,6,5,5,5,01-Champion
13005.0,2,2010-10-04 11:07:00,485.980,80,2,2,3,10-Hibernating
13007.0,1,2010-05-09 10:38:00,175.250,228,1,1,1,10-Hibernating
13008.0,1,2010-11-07 10:34:00,193.350,46,3,1,1,09-About to Sleep
13009.0,1,2010-02-05 12:22:00,234.000,321,1,1,2,10-Hibernating
13010.0,2,2010-11-30 15:09:00,330.120,23,4,2,2,03-Potential Loyalists
13011.0,1,2010-12-02 17:22:00,50.550,20,5,1,1,06-New Customers
13012.0,3,2010-10-06 10:40:00,1310.990,78,2,3,4,08-At Risk
13013.0,17,2010-12-03 12:29:00,7058.320,20,5,5,5,01-Champion
13014.0,1,2010-10-03 11:35:00,1914.800,81,2,1,4,10-Hibernating
13015.0,6,2010-09-27 10:39:00,2945.140,87,2,4,5,08-At Risk
13018.0,7,2010-10-22 13:11:00,2485.460,62,3,5,5,02-Loyal Customers
13019.0,4,2010-11-25 14:56:00,784.650,28,4,4,3,02-Loyal Customers
13020.0,2,2010-05-26 11:12:00,618.960,211,1,2,3,10-Hibernating
13021.0,8,2010-12-16 10:12:00,2194.500,7,5,5,5,01-Champion
13023.0,1,2010-06-29 09:52:00,651.130,177,1,1,3,10-Hibernating
13024.0,2,2010-08-26 09:42:00,555.870,119,2,2,3,10-Hibernating
13026.0,3,2010-08-08 10:43:00,421.740,137,2,3,2,08-At Risk
13029.0,2,2010-11-30 08:59:00,81.000,23,4,2,1,03-Potential Loyalists
13030.0,1,2010-12-06 14:31:00,402.360,17,5,1,2,06-New Customers
13031.0,5,2010-10-28 15:34:00,3292.840,56,3,4,5,02-Loyal Customers
13032.0,7,2010-11-12 12:49:00,1805.780,41,4,5,4,02-Loyal Customers
13033.0,2,2010-12-17 14:23:00,220.550,6,5,2,1,03-Potential Loyalists
13034.0,2,2010-12-05 14:52:00,279.910,18,5,2,2,03-Potential Loyalists
13035.0,1,2010-10-04 15:41:00,442.320,80,2,1,2,10-Hibernating
13036.0,1,2010-01-24 11:35:00,307.100,333,1,1,2,10-Hibernating
13037.0,8,2010-11-05 10:39:00,2720.690,48,3,5,5,02-Loyal Customers
13039.0,3,2010-05-04 16:45:00,847.930,232,1,3,3,08-At Risk
13041.0,4,2010-09-15 11:44:00,799.130,99,2,4,3,08-At Risk
13042.0,2,2010-04-20 13:43:00,823.440,247,1,2,3,10-Hibernating
13044.0,10,2010-08-04 16:27:00,4287.580,140,2,5,5,04-Can't Lose Them
13045.0,2,2010-11-03 12:49:00,503.640,50,3,2,3,09-About to Sleep
13046.0,1,2010-09-09 13:09:00,319.940,105,2,1,2,10-Hibernating
13047.0,16,2010-12-01 08:35:00,5251.320,22,5,5,5,01-Champion
13048.0,5,2010-09-29 13:49:00,2229.720,85,2,4,5,08-At Risk
13049.0,2,2010-11-15 14:44:00,751.560,38,4,2,3,03-Potential Loyalists
13050.0,20,2010-12-20 10:38:00,6916.140,3,5,5,5,01-Champion
13051.0,2,2010-05-10 09:14:00,155.800,227,1,2,1,10-Hibernating
13052.0,6,2010-10-15 14:47:00,2770.330,69,3,4,5,02-Loyal Customers
13053.0,1,2010-03-28 11:28:00,127.650,270,1,1,1,10-Hibernating
13055.0,1,2010-10-06 08:17:00,1106.700,78,2,1,4,10-Hibernating
13056.0,1,2010-06-06 14:10:00,209.480,200,1,1,1,10-Hibernating
13057.0,3,2010-06-27 15:44:00,709.590,179,1,3,3,08-At Risk
13059.0,9,2010-10-22 16:11:00,2108.370,61,3,5,5,02-Loyal Customers
13063.0,1,2010-08-16 12:27:00,188.400,129,2,1,1,10-Hibernating
13064.0,2,2010-06-07 16:28:00,561.250,198,1,2,3,10-Hibernating
13065.0,5,2010-12-01 16:52:00,1055.050,21,5,4,4,01-Champion
13067.0,2,2010-10-26 12:15:00,393.050,58,3,2,2,09-About to Sleep
13069.0,17,2010-12-13 11:11:00,4192.490,10,5,5,5,01-Champion
13070.0,2,2010-09-06 12:37:00,368.700,108,2,2,2,10-Hibernating
13071.0,1,2010-04-06 13:37:00,129.220,261,1,1,1,10-Hibernating
13073.0,2,2010-10-24 14:06:00,418.080,60,3,2,2,09-About to Sleep
13074.0,3,2010-07-16 16:53:00,775.440,159,2,3,3,08-At Risk
13076.0,1,2010-09-08 10:27:00,135.400,106,2,1,1,10-Hibernating
13077.0,6,2010-12-08 14:59:00,1687.760,15,5,4,4,01-Champion
13078.0,29,2010-12-15 09:51:00,14952.250,8,5,5,5,01-Champion
13079.0,1,2010-10-18 14:15:00,199.080,66,3,1,1,09-About to Sleep
13080.0,3,2010-11-03 14:34:00,222.650,50,3,3,1,05-Need Attention
13081.0,18,2010-12-03 17:21:00,28491.470,19,5,5,5,01-Champion
13082.0,7,2010-10-11 14:19:00,1715.540,73,3,5,4,02-Loyal Customers
13083.0,1,2010-10-10 13:38:00,91.680,74,3,1,1,09-About to Sleep
13084.0,1,2010-08-05 08:49:00,122.400,140,2,1,1,10-Hibernating
13085.0,2,2010-01-29 11:42:00,920.400,328,1,2,4,10-Hibernating
13086.0,1,2010-11-22 10:28:00,439.330,31,4,1,2,07-Promising
13088.0,1,2010-10-18 15:35:00,236.110,66,3,1,2,09-About to Sleep
13089.0,105,2010-12-16 08:05:00,50723.780,7,5,5,5,01-Champion
13090.0,9,2010-12-09 12:12:00,2726.320,14,5,5,5,01-Champion
13092.0,8,2010-12-15 12:27:00,1847.900,8,5,5,4,01-Champion
13093.0,45,2010-12-16 09:45:00,41314.020,7,5,5,5,01-Champion
13094.0,2,2010-12-06 10:34:00,505.800,17,5,2,3,03-Potential Loyalists
13097.0,15,2010-12-14 15:13:00,6079.310,9,5,5,5,01-Champion
13101.0,3,2010-07-29 14:45:00,594.210,147,2,3,3,08-At Risk
13102.0,15,2010-12-14 13:44:00,5629.930,9,5,5,5,01-Champion
13103.0,2,2010-09-28 11:48:00,465.700,86,2,2,3,10-Hibernating
13104.0,4,2010-12-20 11:58:00,712.380,3,5,4,3,01-Champion
13105.0,1,2010-09-29 13:41:00,72.000,85,2,1,1,10-Hibernating
13106.0,1,2010-10-22 13:10:00,526.960,62,3,1,3,09-About to Sleep
13107.0,5,2010-10-22 10:35:00,3721.450,62,3,4,5,02-Loyal Customers
13108.0,2,2010-12-02 10:35:00,748.460,21,5,2,3,03-Potential Loyalists
13109.0,1,2010-06-06 12:59:00,347.490,200,1,1,2,10-Hibernating
13110.0,4,2010-09-28 15:23:00,1106.020,86,2,4,4,08-At Risk
13112.0,1,2010-06-16 17:03:00,20.600,189,1,1,1,10-Hibernating
13113.0,14,2010-12-08 13:21:00,6006.680,15,5,5,5,01-Champion
13115.0,6,2010-11-25 18:49:00,3199.920,27,4,4,5,02-Loyal Customers
13117.0,12,2010-12-09 14:50:00,1658.900,14,5,5,4,01-Champion
13118.0,4,2010-11-28 13:53:00,1217.600,25,4,4,4,02-Loyal Customers
13119.0,1,2010-02-09 08:38:00,134.900,317,1,1,1,10-Hibernating
13123.0,2,2010-08-24 10:18:00,506.750,121,2,2,3,10-Hibernating
13124.0,2,2010-12-15 15:00:00,2141.650,8,5,2,5,03-Potential Loyalists
13125.0,1,2010-07-04 11:58:00,148.620,172,1,1,1,10-Hibernating
13126.0,7,2010-12-08 11:43:00,1898.610,15,5,5,4,01-Champion
13129.0,2,2010-09-13 13:47:00,233.250,101,2,2,1,10-Hibernating
13131.0,4,2010-10-17 15:13:00,2240.470,67,3,4,5,02-Loyal Customers
13133.0,1,2010-09-06 15:30:00,90.650,108,2,1,1,10-Hibernating
13134.0,2,2010-11-02 13:58:00,681.650,51,3,2,3,09-About to Sleep
13135.0,1,2010-08-05 17:28:00,275.450,139,2,1,2,10-Hibernating
13136.0,7,2010-11-29 12:43:00,3117.860,24,4,5,5,02-Loyal Customers
13137.0,8,2010-11-18 13:27:00,3983.650,35,4,5,5,02-Loyal Customers
13138.0,2,2010-12-02 15:03:00,504.850,21,5,2,3,03-Potential Loyalists
13139.0,1,2010-09-28 09:12:00,3077.560,86,2,1,5,10-Hibernating
13140.0,3,2010-12-08 15:12:00,790.710,15,5,3,3,03-Potential Loyalists
13141.0,11,2010-11-19 10:51:00,4915.880,34,4,5,5,02-Loyal Customers
13143.0,1,2010-05-04 12:22:00,405.100,233,1,1,2,10-Hibernating
13144.0,1,2010-10-04 14:14:00,24.400,80,2,1,1,10-Hibernating
13145.0,2,2010-07-11 12:07:00,204.000,165,2,2,1,10-Hibernating
13148.0,14,2010-12-10 13:06:00,4783.060,13,5,5,5,01-Champion
13150.0,3,2010-08-12 12:59:00,449.970,133,2,3,2,08-At Risk
13151.0,2,2010-03-24 09:31:00,1196.840,274,1,2,4,10-Hibernating
13152.0,7,2010-10-18 13:44:00,2146.380,66,3,5,5,02-Loyal Customers
13154.0,2,2010-11-05 16:00:00,1287.740,48,3,2,4,09-About to Sleep
13155.0,3,2010-12-06 12:44:00,778.420,17,5,3,3,03-Potential Loyalists
13156.0,3,2010-11-19 13:09:00,1586.540,34,4,3,4,03-Potential Loyalists
13157.0,5,2010-10-26 14:42:00,3946.140,58,3,4,5,02-Loyal Customers
13158.0,1,2010-11-16 17:12:00,307.120,36,4,1,2,07-Promising
13161.0,1,2010-07-27 12:44:00,359.380,149,2,1,2,10-Hibernating
13162.0,10,2010-11-24 15:35:00,6001.590,29,4,5,5,02-Loyal Customers
13163.0,1,2010-04-08 16:21:00,17.650,258,1,1,1,10-Hibernating
13164.0,2,2010-05-19 13:52:00,372.200,218,1,2,2,10-Hibernating
13165.0,2,2010-12-23 14:06:00,784.320,0,5,2,3,03-Potential Loyalists
13166.0,1,2010-10-21 14:29:00,458.730,63,3,1,2,09-About to Sleep
13167.0,1,2010-11-14 12:58:00,333.820,39,4,1,2,07-Promising
13168.0,1,2010-06-15 15:00:00,541.140,191,1,1,3,10-Hibernating
13169.0,1,2010-05-26 15:58:00,127.200,211,1,1,1,10-Hibernating
13172.0,1,2010-11-04 15:10:00,69.600,49,3,1,1,09-About to Sleep
13173.0,9,2010-12-07 14:30:00,1899.410,16,5,5,4,01-Champion
13174.0,8,2010-12-05 16:24:00,5972.310,17,5,5,5,01-Champion
13175.0,1,2010-05-06 13:13:00,512.300,231,1,1,3,10-Hibernating
13177.0,1,2010-10-05 10:35:00,229.750,79,2,1,1,10-Hibernating
13178.0,10,2010-12-14 12:22:00,8424.930,9,5,5,5,01-Champion
13179.0,1,2010-03-31 11:40:00,572.310,267,1,1,3,10-Hibernating
13180.0,1,2010-04-11 13:37:00,86.100,256,1,1,1,10-Hibernating
13181.0,1,2010-11-23 15:05:00,359.690,30,4,1,2,07-Promising
13183.0,6,2010-11-10 13:49:00,3078.400,43,3,4,5,02-Loyal Customers
13187.0,3,2010-03-25 19:06:00,92.340,272,1,3,1,08-At Risk
13190.0,2,2010-06-13 15:47:00,423.560,193,1,2,2,10-Hibernating
13191.0,1,2010-02-19 17:02:00,159.210,306,1,1,1,10-Hibernating
13192.0,4,2010-06-22 09:52:00,1646.640,184,1,4,4,08-At Risk
13194.0,1,2010-10-14 11:54:00,412.080,70,3,1,2,09-About to Sleep
13195.0,1,2010-10-21 13:07:00,136.730,63,3,1,1,09-About to Sleep
13196.0,3,2010-09-22 14:01:00,1271.060,92,2,3,4,08-At Risk
13197.0,1,2010-04-09 09:14:00,373.010,258,1,1,2,10-Hibernating
13198.0,3,2010-12-13 09:29:00,1957.540,10,5,3,5,03-Potential Loyalists
13199.0,30,2010-12-16 14:25:00,4388.570,7,5,5,5,01-Champion
13201.0,4,2010-07-25 14:30:00,1233.060,151,2,4,4,08-At Risk
13202.0,6,2010-11-10 16:24:00,1260.100,42,4,4,4,02-Loyal Customers
13203.0,5,2010-11-18 10:08:00,1438.890,35,4,4,4,02-Loyal Customers
13206.0,10,2010-11-04 16:50:00,5847.270,48,3,5,5,02-Loyal Customers
13207.0,2,2010-09-14 15:44:00,285.600,100,2,2,2,10-Hibernating
13208.0,2,2010-09-16 19:43:00,697.530,97,2,2,3,10-Hibernating
13209.0,6,2010-12-13 10:31:00,2936.750,10,5,4,5,01-Champion
13211.0,7,2010-12-13 16:17:00,1398.210,9,5,5,4,01-Champion
13213.0,6,2010-11-21 14:34:00,2330.940,32,4,4,5,02-Loyal Customers
13214.0,7,2010-10-18 10:00:00,3264.230,66,3,5,5,02-Loyal Customers
13215.0,1,2010-11-02 18:26:00,81.600,50,3,1,1,09-About to Sleep
13219.0,1,2010-03-31 14:18:00,76.230,267,1,1,1,10-Hibernating
13220.0,1,2010-05-13 10:35:00,516.800,224,1,1,3,10-Hibernating
13221.0,1,2010-12-15 13:24:00,498.160,8,5,1,3,06-New Customers
13222.0,1,2010-05-11 13:54:00,88.500,226,1,1,1,10-Hibernating
13223.0,4,2010-10-12 11:07:00,805.920,72,3,4,3,02-Loyal Customers
13225.0,9,2010-12-13 09:49:00,6753.250,10,5,5,5,01-Champion
13226.0,1,2010-11-11 13:46:00,204.250,42,4,1,1,07-Promising
13230.0,17,2010-12-09 19:28:00,3447.330,13,5,5,5,01-Champion
13233.0,2,2010-10-15 11:49:00,571.340,69,3,2,3,09-About to Sleep
13234.0,1,2010-02-05 11:41:00,118.100,321,1,1,1,10-Hibernating
13237.0,1,2010-11-17 10:07:00,643.000,36,4,1,3,07-Promising
13238.0,3,2010-12-14 14:37:00,397.050,9,5,3,2,03-Potential Loyalists
13239.0,4,2010-09-28 17:21:00,1265.130,85,2,4,4,08-At Risk
13240.0,5,2010-12-09 12:49:00,1030.760,14,5,4,4,01-Champion
13241.0,1,2010-10-24 11:17:00,112.530,60,3,1,1,09-About to Sleep
13242.0,4,2010-09-14 13:53:00,429.000,100,2,4,2,08-At Risk
13243.0,4,2010-09-16 13:18:00,635.260,98,2,4,3,08-At Risk
13245.0,1,2010-10-03 14:03:00,558.720,81,2,1,3,10-Hibernating
13246.0,5,2010-11-11 12:54:00,1390.230,42,4,4,4,02-Loyal Customers
13249.0,6,2010-11-03 14:05:00,897.520,50,3,4,3,02-Loyal Customers
13250.0,2,2010-09-05 11:33:00,253.090,109,2,2,2,10-Hibernating
13251.0,1,2010-11-02 13:20:00,252.680,51,3,1,2,09-About to Sleep
13252.0,2,2010-11-10 16:00:00,399.300,43,3,2,2,09-About to Sleep
13253.0,2,2010-10-05 13:33:00,1920.710,79,2,2,4,10-Hibernating
13254.0,1,2010-11-28 15:42:00,51.410,25,4,1,1,07-Promising
13255.0,2,2010-12-01 11:58:00,504.950,22,5,2,3,03-Potential Loyalists
13257.0,1,2010-09-29 14:58:00,149.750,85,2,1,1,10-Hibernating
13258.0,2,2010-11-25 10:54:00,336.600,28,4,2,2,03-Potential Loyalists
13259.0,8,2010-11-07 10:56:00,1115.610,46,3,5,4,02-Loyal Customers
13262.0,2,2010-11-15 12:20:00,373.160,38,4,2,2,03-Potential Loyalists
13263.0,4,2010-11-11 15:49:00,1239.270,42,4,4,4,02-Loyal Customers
13264.0,1,2010-09-23 12:42:00,722.560,91,2,1,3,10-Hibernating
13266.0,6,2010-10-22 12:13:00,1954.830,62,3,4,5,02-Loyal Customers
13267.0,17,2010-12-14 11:42:00,4907.680,9,5,5,5,01-Champion
13269.0,12,2010-12-13 14:52:00,3329.590,10,5,5,5,01-Champion
13274.0,1,2010-10-26 13:48:00,360.850,58,3,1,2,09-About to Sleep
13275.0,2,2010-11-21 12:09:00,238.860,32,4,2,2,03-Potential Loyalists
13276.0,3,2010-11-07 14:17:00,1300.980,46,3,3,4,05-Need Attention
13277.0,3,2010-11-24 15:34:00,264.900,29,4,3,2,03-Potential Loyalists
13278.0,3,2010-11-05 11:42:00,882.620,48,3,3,3,05-Need Attention
13280.0,4,2010-11-25 14:51:00,1494.870,28,4,4,4,02-Loyal Customers
13281.0,1,2010-09-26 16:03:00,350.850,88,2,1,2,10-Hibernating
13282.0,1,2010-10-29 14:11:00,181.050,55,3,1,1,09-About to Sleep
13283.0,2,2010-05-21 13:56:00,279.700,216,1,2,2,10-Hibernating
13285.0,2,2010-04-18 13:38:00,655.470,249,1,2,3,10-Hibernating
13286.0,1,2010-04-18 15:35:00,734.910,249,1,1,3,10-Hibernating
13287.0,3,2010-04-15 15:26:00,781.590,252,1,3,3,08-At Risk
13288.0,4,2010-09-22 16:32:00,561.850,91,2,4,3,08-At Risk
13291.0,10,2010-10-21 19:01:00,2909.680,62,3,5,5,02-Loyal Customers
13292.0,3,2010-10-20 13:15:00,415.570,64,3,3,2,05-Need Attention
13293.0,6,2010-11-12 13:28:00,1192.940,41,4,4,4,02-Loyal Customers
13294.0,1,2010-03-03 12:54:00,815.790,295,1,1,3,10-Hibernating
13295.0,4,2010-12-15 11:21:00,1101.970,8,5,4,4,01-Champion
13296.0,5,2010-10-12 12:41:00,705.110,72,3,4,3,02-Loyal Customers
13297.0,3,2010-11-19 13:49:00,2278.770,34,4,3,5,03-Potential Loyalists
13299.0,2,2010-10-12 10:53:00,1076.200,72,3,2,4,09-About to Sleep
13300.0,2,2010-11-16 17:10:00,913.620,36,4,2,4,03-Potential Loyalists
